Escitalopram-Bupropion-venlafaxine,1398
Mirtazapine-Escitalopram-end,1398
duloxetine-venlafaxine-end,1396
Citalopram-Bupropion-Escitalopram,1382
Escitalopram-Bupropion-Trazodone,1376
Mirtazapine-Trazodone-end,1344
Trazodone-venlafaxine-end,1322
Fluoxetine-Amitriptyline-end,1298
Fluoxetine-Mirtazapine-end,1294
Escitalopram-Bupropion-Fluoxetine,1252
Sertraline-Trazodone-Bupropion,1252
Opipramol-end,1230
Paroxetine-Escitalopram-end,1228
venlafaxine-Fluoxetine-end,1218
Citalopram-Bupropion-Sertraline,1210
Escitalopram-Trazodone-Bupropion,1198
Escitalopram-Citalopram-duloxetine,1190
duloxetine-Amitriptyline-end,1186
Citalopram-Bupropion-venlafaxine,1184
Escitalopram-Sertraline-Bupropion,1180
Escitalopram-venlafaxine-Bupropion,1138
Bupropion-Amitriptyline-end,1134
Sertraline-Bupropion-Trazodone,1126
Sertraline-Bupropion-venlafaxine,1116
Bupropion-Escitalopram-Citalopram,1110
Citalopram-Trazodone-Bupropion,1104
Sertraline-Bupropion-Citalopram,1094
Escitalopram-duloxetine-Bupropion,1090
Citalopram-Sertraline-Bupropion,1084
Sertraline-Citalopram-Bupropion,1078
Fluoxetine-Escitalopram-Bupropion,1064
Fluoxetine-Bupropion-Escitalopram,1042
Amitriptyline-Fluoxetine-end,1022
Sertraline-venlafaxine-Bupropion,1020
Citalopram-Bupropion-Trazodone,1012
Sertraline-Bupropion-Fluoxetine,1002
Citalopram-Trazodone-Escitalopram,998
Escitalopram-Trazodone-Citalopram,994
Escitalopram-Citalopram-venlafaxine,990
duloxetine-Fluoxetine-end,974
Paroxetine-Bupropion-end,972
Trazodone-Escitalopram-Bupropion,972
Sertraline-Bupropion-duloxetine,964
Fluoxetine-Trazodone-Bupropion,962
Citalopram-Trazodone-Sertraline,956
Escitalopram-Desvenlafaxine-end,938
Sertraline-Trazodone-Escitalopram,932
Trazodone-Escitalopram-Citalopram,926
venlafaxine-Amitriptyline-end,924
Amitriptyline-Trazodone-end,920
Citalopram-Escitalopram-Trazodone,904
Imipramine-end,896
Citalopram-Bupropion-Fluoxetine,894
Sertraline-Escitalopram-Trazodone,880
duloxetine-Mirtazapine-end,878
Trazodone-Citalopram-Bupropion,874
Citalopram-Sertraline-Trazodone,872
Citalopram-venlafaxine-Bupropion,870
Citalopram-Escitalopram-Sertraline,858
Fluoxetine-Bupropion-Citalopram,856
Sertraline-Escitalopram-venlafaxine,854
Trazodone-Sertraline-Bupropion,848
Sertraline-Citalopram-Escitalopram,846
Fluoxetine-Bupropion-Sertraline,842
Citalopram-Bupropion-duloxetine,832
venlafaxine-Bupropion-Escitalopram,828
Paroxetine-Sertraline-end,826
Escitalopram-Sertraline-Trazodone,824
Sertraline-olanzapine-end,824
Escitalopram-Fluoxetine-Bupropion,820
Amitriptyline-Bupropion-end,812
Sertraline-Trazodone-Citalopram,812
Escitalopram-Citalopram-Mirtazapine,810
Bupropion-Citalopram-Escitalopram,808
Fluoxetine-Bupropion-Trazodone,808
Sertraline-Escitalopram-duloxetine,808
Citalopram-Sertraline-Escitalopram,806
Fluoxetine-Sertraline-Bupropion,804
Citalopram-Escitalopram-venlafaxine,784
Fluoxetine-Bupropion-venlafaxine,782
Amitriptyline-venlafaxine-end,780
Sertraline-Nortriptyline-end,778
Sertraline-Trazodone-Mirtazapine,778
Sertraline-Fluoxetine-Bupropion,776
venlafaxine-Mirtazapine-end,776
Bupropion-Escitalopram-duloxetine,768
Bupropion-Mirtazapine-end,766
vilazodone-end,758
venlafaxine-Escitalopram-Bupropion,756
Fluoxetine-Escitalopram-Citalopram,750
Bupropion-Escitalopram-Sertraline,744
Escitalopram-Trazodone-Sertraline,744
Sertraline-Citalopram-Trazodone,740
Escitalopram-Citalopram-Fluoxetine,732
Sertraline-venlafaxine-Escitalopram,732
Fluoxetine-venlafaxine-Bupropion,730
Bupropion-Escitalopram-venlafaxine,716
Paroxetine-venlafaxine-end,716
Mirtazapine-Bupropion-end,712
Trazodone-Citalopram-Sertraline,712
Fluoxetine-Citalopram-Bupropion,708
Sertraline-Escitalopram-Fluoxetine,704
Citalopram-Fluoxetine-Bupropion,702
Citalopram-Escitalopram-duloxetine,694
Citalopram-Trazodone-Mirtazapine,694
Mirtazapine-venlafaxine-end,694
Bupropion-Sertraline-Escitalopram,690
Amitriptyline-Mirtazapine-end,678
Sertraline-Trazodone-duloxetine,678
Fluoxetine-Bupropion-duloxetine,676
Sertraline-duloxetine-Bupropion,676
Escitalopram-olanzapine-end,672
Bupropion-Trazodone-Escitalopram,662
Citalopram-Nortriptyline-end,660
nefazodone-end,658
Escitalopram-venlafaxine-duloxetine,656
Bupropion-Citalopram-Sertraline,652
Escitalopram-Trazodone-duloxetine,652
Citalopram-Sertraline-venlafaxine,650
Escitalopram-Sertraline-venlafaxine,650
Trazodone-Citalopram-Escitalopram,650
Sertraline-Citalopram-venlafaxine,648
Trazodone-Fluoxetine-Bupropion,646
Sertraline-Trazodone-venlafaxine,638
Escitalopram-Sertraline-Citalopram,636
Sertraline-Fluoxetine-Escitalopram,636
Trazodone-Amitriptyline-end,636
Escitalopram-duloxetine-Trazodone,632
Mirtazapine-duloxetine-end,630
Citalopram-Trazodone-venlafaxine,624
Bupropion-Citalopram-Trazodone,622
Escitalopram-Sertraline-duloxetine,620
Bupropion-Escitalopram-Trazodone,614
Chlordiazepoxide-Escitalopram-end,604
venlafaxine-Desvenlafaxine-end,604
Escitalopram-venlafaxine-Sertraline,602
Sertraline-Mirtazapine-Trazodone,602
Trazodone-Sertraline-Mirtazapine,602
Trazodone-Sertraline-Escitalopram,600
Citalopram-olanzapine-end,594
venlafaxine-Escitalopram-Citalopram,592
Citalopram-venlafaxine-Escitalopram,588
Trazodone-Citalopram-Mirtazapine,588
venlafaxine-Bupropion-Trazodone,584
Amitriptyline-Escitalopram-Citalopram,580
Bupropion-Sertraline-Trazodone,576
Escitalopram-Nortriptyline-end,574
venlafaxine-Bupropion-duloxetine,574
Bupropion-Citalopram-venlafaxine,572
Sertraline-Doxepin-end,572
Escitalopram-venlafaxine-Trazodone,566
Sertraline-Fluoxetine-Trazodone,566
Fluoxetine-Trazodone-Escitalopram,562
Fluoxetine-Escitalopram-Sertraline,558
Fluoxetine-Sertraline-Escitalopram,558
Mirtazapine-Fluoxetine-end,558
Citalopram-Sertraline-duloxetine,556
Paroxetine-Citalopram-end,556
Fluoxetine-Citalopram-Sertraline,554
Sertraline-venlafaxine-Trazodone,552
Chlordiazepoxide-Sertraline-end,550
Citalopram-Fluoxetine-Sertraline,548
Citalopram-duloxetine-Bupropion,546
Fluoxetine-Nortriptyline-end,546
Citalopram-Sertraline-Fluoxetine,542
Escitalopram-Citalopram-Amitriptyline,542
Escitalopram-venlafaxine-Citalopram,542
Citalopram-venlafaxine-Trazodone,538
Escitalopram-Trazodone-Mirtazapine,538
Bupropion-Trazodone-Sertraline,536
Citalopram-Doxepin-end,532
Escitalopram-duloxetine-Sertraline,532
Escitalopram-Doxepin-end,530
Escitalopram-duloxetine-Citalopram,530
Escitalopram-Sertraline-Fluoxetine,530
Fluoxetine-Sertraline-Trazodone,530
Sertraline-Citalopram-Fluoxetine,530
Citalopram-venlafaxine-Sertraline,528
Fluoxetine-Trazodone-Sertraline,528
Amitriptyline-Nortriptyline-end,526
Bupropion-Sertraline-Citalopram,524
Citalopram-Trazodone-duloxetine,524
Fluoxetine-olanzapine-end,524
Fluoxetine-Trazodone-Citalopram,522
Nortriptyline-Citalopram-end,522
Trazodone-Escitalopram-Sertraline,522
Bupropion-Escitalopram-Fluoxetine,518
Bupropion-Desvenlafaxine-end,512
Bupropion-Trazodone-Citalopram,512
Escitalopram-duloxetine-venlafaxine,512
Bupropion-Sertraline-venlafaxine,510
Nortriptyline-Sertraline-end,510
Escitalopram-Trazodone-venlafaxine,508
Sertraline-Desvenlafaxine-end,506
Trazodone-Escitalopram-Mirtazapine,506
Bupropion-Citalopram-duloxetine,504
Bupropion-venlafaxine-Escitalopram,504
Fluvoxamine-end,504
Sertraline-Trazodone-Fluoxetine,504
Citalopram-Escitalopram-Fluoxetine,502
Sertraline-venlafaxine-duloxetine,500
Trazodone-Sertraline-Citalopram,498
Bupropion-Fluoxetine-Trazodone,496
Fluoxetine-Citalopram-Escitalopram,496
venlafaxine-Bupropion-Citalopram,496
Sertraline-duloxetine-Trazodone,494
Citalopram-duloxetine-Trazodone,492
venlafaxine-Bupropion-Sertraline,492
Nortriptyline-Escitalopram-end,486
Trazodone-Bupropion-Escitalopram,486
Fluoxetine-Citalopram-Trazodone,484
Escitalopram-Mirtazapine-Citalopram,480
Citalopram-Escitalopram-Mirtazapine,478
Trazodone-Escitalopram-duloxetine,478
Desvenlafaxine-venlafaxine-end,476
Sertraline-duloxetine-Escitalopram,476
Sertraline-Escitalopram-Mirtazapine,476
Escitalopram-Fluoxetine-Trazodone,474
venlafaxine-Citalopram-Bupropion,472
Fluoxetine-Escitalopram-Trazodone,470
Citalopram-Mirtazapine-Trazodone,468
Citalopram-venlafaxine-duloxetine,468
Sertraline-venlafaxine-Citalopram,468
Citalopram-Desvenlafaxine-end,466
Citalopram-Fluoxetine-Trazodone,466
Fluoxetine-Escitalopram-venlafaxine,466
Chlordiazepoxide-Citalopram-end,464
venlafaxine-duloxetine-Bupropion,464
Citalopram-Sertraline-Mirtazapine,460
Citalopram-Trazodone-Fluoxetine,456
venlafaxine-Sertraline-Bupropion,452
Paroxetine-Trazodone-end,448
Trazodone-Bupropion-Citalopram,446
venlafaxine-Trazodone-Bupropion,446
Bupropion-Sertraline-duloxetine,444
Escitalopram-Trazodone-Fluoxetine,444
Bupropion-Fluoxetine-Escitalopram,442
Bupropion-Citalopram-Fluoxetine,440
Fluoxetine-Sertraline-Citalopram,440
Nortriptyline-duloxetine-end,440
Trazodone-Sertraline-venlafaxine,438
venlafaxine-Bupropion-Fluoxetine,438
Sertraline-Citalopram-duloxetine,436
duloxetine-Nortriptyline-end,432
Escitalopram-Bupropion-Desvenlafaxine,432
Escitalopram-Fluoxetine-Sertraline,432
Sertraline-Fluoxetine-Citalopram,430
Escitalopram-Mirtazapine-Trazodone,428
Paroxetine-Escitalopram-Citalopram,428
Paroxetine-duloxetine-end,424
Trazodone-Citalopram-duloxetine,424
Trazodone-Citalopram-venlafaxine,424
Paroxetine-Escitalopram-Bupropion,422
Escitalopram-Bupropion-Amitriptyline,420
Fluoxetine-Trazodone-duloxetine,418
Sertraline-Chlordiazepoxide-end,416
Trazodone-Bupropion-Sertraline,416
Sertraline-Fluoxetine-venlafaxine,414
Escitalopram-vilazodone-end,412
Fluoxetine-duloxetine-Bupropion,412
Bupropion-Fluoxetine-Sertraline,410
Citalopram-Mirtazapine-Sertraline,410
Escitalopram-Amitriptyline-Citalopram,410
Citalopram-Fluoxetine-Escitalopram,406
Trazodone-Sertraline-duloxetine,406
Fluoxetine-Sertraline-venlafaxine,404
venlafaxine-Escitalopram-duloxetine,402
duloxetine-Escitalopram-Bupropion,400
Trimipramine-end,400
Bupropion-Trazodone-Fluoxetine,398
Escitalopram-Paroxetine-end,398
Bupropion-Paroxetine-end,396
Desvenlafaxine-Bupropion-end,396
Sertraline-Trazodone-Amitriptyline,396
Escitalopram-Amitriptyline-duloxetine,394
Amitriptyline-Citalopram-Escitalopram,392
Fluoxetine-Escitalopram-duloxetine,392
Sertraline-Amitriptyline-duloxetine,392
Sertraline-Paroxetine-end,392
Escitalopram-Chlordiazepoxide-end,390
Sertraline-Mirtazapine-Escitalopram,390
Amitriptyline-Citalopram-Sertraline,388
duloxetine-Bupropion-Trazodone,388
Sertraline-Citalopram-Mirtazapine,388
Paroxetine-Bupropion-Escitalopram,386
Sertraline-venlafaxine-Fluoxetine,384
Amitriptyline-Sertraline-Trazodone,382
Sertraline-Bupropion-Mirtazapine,382
Sertraline-duloxetine-venlafaxine,382
Amitriptyline-Citalopram-Trazodone,380
Escitalopram-Sertraline-Mirtazapine,380
Escitalopram-Bupropion-Mirtazapine,378
Escitalopram-duloxetine-Fluoxetine,378
Amitriptyline-Sertraline-Escitalopram,376
Bupropion-Fluoxetine-venlafaxine,376
Citalopram-Bupropion-Mirtazapine,376
Trazodone-Fluoxetine-Sertraline,376
Bupropion-Fluoxetine-duloxetine,374
Bupropion-Sertraline-Fluoxetine,374
Escitalopram-Fluoxetine-Citalopram,374
Escitalopram-Mirtazapine-Sertraline,374
Bupropion-venlafaxine-duloxetine,372
Sertraline-Amitriptyline-Trazodone,372
Sertraline-Bupropion-Amitriptyline,370
Citalopram-duloxetine-Sertraline,368
Citalopram-Fluoxetine-venlafaxine,368
Trazodone-Sertraline-Fluoxetine,368
duloxetine-Trazodone-Bupropion,364
Sertraline-Amitriptyline-Bupropion,364
Amitriptyline-Escitalopram-Bupropion,362
Trazodone-Escitalopram-venlafaxine,362
duloxetine-Bupropion-Escitalopram,360
Escitalopram-venlafaxine-Fluoxetine,360
ST.JOHN'SWORTEXTRACT-end,358
venlafaxine-Fluoxetine-Bupropion,358
Fluoxetine-venlafaxine-Trazodone,356
venlafaxine-Escitalopram-Sertraline,356
Citalopram-Mirtazapine-Escitalopram,354
Fluoxetine-Trazodone-venlafaxine,350
Amitriptyline-Sertraline-Bupropion,348
Bupropion-Nortriptyline-end,348
Doxepin-Sertraline-end,348
Trazodone-Fluoxetine-Citalopram,348
Bupropion-venlafaxine-Trazodone,346
Citalopram-duloxetine-Escitalopram,346
Doxepin-Citalopram-end,346
Escitalopram-Mirtazapine-Bupropion,346
olanzapine-Sertraline-end,346
Citalopram-Bupropion-Amitriptyline,344
Trazodone-venlafaxine-Bupropion,344
Amitriptyline-Trazodone-Sertraline,342
Bupropion-duloxetine-Trazodone,342
Citalopram-duloxetine-venlafaxine,342
Mirtazapine-Sertraline-Trazodone,342
Bupropion-Fluoxetine-Citalopram,340
Escitalopram-Fluoxetine-duloxetine,340
Nortriptyline-Fluoxetine-end,340
Fluoxetine-Trazodone-Mirtazapine,338
Trazodone-Fluoxetine-Escitalopram,334
venlafaxine-Trazodone-Escitalopram,334
Amitriptyline-Citalopram-Bupropion,332
Escitalopram-Fluoxetine-venlafaxine,332
Fluoxetine-venlafaxine-Escitalopram,332
Amitriptyline-Citalopram-duloxetine,330
Mirtazapine-Amitriptyline-end,330
Amitriptyline-Trazodone-Citalopram,328
Citalopram-venlafaxine-Fluoxetine,328
venlafaxine-Nortriptyline-end,328
Amitriptyline-Escitalopram-duloxetine,326
Escitalopram-duloxetine-Amitriptyline,326
Paroxetine-Fluoxetine-end,322
Amitriptyline-duloxetine-Trazodone,320
Bupropion-venlafaxine-Sertraline,318
Fluoxetine-Citalopram-venlafaxine,318
Sertraline-Mirtazapine-Bupropion,318
Trazodone-Citalopram-Amitriptyline,316
venlafaxine-Sertraline-Escitalopram,314
Fluoxetine-Doxepin-end,312
Sertraline-Mirtazapine-Citalopram,312
Amitriptyline-Sertraline-duloxetine,310
Bupropion-venlafaxine-Citalopram,310
Trazodone-Bupropion-Fluoxetine,310
Trazodone-Mirtazapine-Citalopram,310
Fluoxetine-duloxetine-Trazodone,308
Trazodone-duloxetine-Bupropion,308
Amitriptyline-Escitalopram-Trazodone,306
Citalopram-Amitriptyline-duloxetine,306
Citalopram-Mirtazapine-Bupropion,306
Trazodone-Escitalopram-Fluoxetine,306
venlafaxine-Trazodone-duloxetine,306
Sertraline-duloxetine-Citalopram,304
Amitriptyline-Sertraline-Citalopram,302
Citalopram-Trazodone-Amitriptyline,302
olanzapine-Citalopram-end,302
venlafaxine-Escitalopram-Trazodone,302
duloxetine-Desvenlafaxine-end,300
venlafaxine-duloxetine-Escitalopram,300
Fluoxetine-Sertraline-duloxetine,298
olanzapine-Escitalopram-end,298
venlafaxine-Citalopram-Escitalopram,298
Escitalopram-duloxetine-Mirtazapine,294
Escitalopram-Trazodone-Amitriptyline,292
Fluoxetine-Bupropion-Amitriptyline,292
Fluoxetine-Desvenlafaxine-end,292
venlafaxine-Sertraline-Trazodone,292
venlafaxine-Trazodone-Sertraline,292
Bupropion-Trazodone-duloxetine,290
Citalopram-Amitriptyline-Escitalopram,290
Amitriptyline-Trazodone-Escitalopram,288
Citalopram-Amitriptyline-Trazodone,286
Escitalopram-venlafaxine-Mirtazapine,286
Fluoxetine-venlafaxine-Citalopram,286
Mirtazapine-Escitalopram-Citalopram,284
duloxetine-Bupropion-Citalopram,282
Sertraline-Escitalopram-Amitriptyline,282
Doxepin-Escitalopram-end,280
Escitalopram-Amitriptyline-Trazodone,280
Sertraline-Amitriptyline-Escitalopram,280
Trazodone-Mirtazapine-Sertraline,280
Trazodone-Citalopram-Fluoxetine,278
Fluoxetine-venlafaxine-duloxetine,276
Mirtazapine-Trazodone-Sertraline,276
Trazodone-venlafaxine-Escitalopram,274
Citalopram-Amitriptyline-Bupropion,272
venlafaxine-Citalopram-Trazodone,272
Citalopram-Escitalopram-Amitriptyline,270
Sertraline-Amitriptyline-Citalopram,270
Sertraline-duloxetine-Amitriptyline,270
Sertraline-Fluoxetine-duloxetine,270
Bupropion-venlafaxine-Fluoxetine,268
Trazodone-Mirtazapine-Escitalopram,268
duloxetine-Trazodone-Sertraline,266
Fluoxetine-Citalopram-duloxetine,266
venlafaxine-Doxepin-end,266
Bupropion-Trazodone-venlafaxine,264
Fluoxetine-Amitriptyline-duloxetine,264
Fluoxetine-venlafaxine-Sertraline,264
Escitalopram-Amitriptyline-Bupropion,262
Escitalopram-Mirtazapine-venlafaxine,262
Mirtazapine-Trazodone-Escitalopram,262
Trazodone-Bupropion-duloxetine,262
Bupropion-duloxetine-Escitalopram,260
Chlordiazepoxide-Escitalopram-Citalopram,260
Citalopram-venlafaxine-Mirtazapine,258
duloxetine-Citalopram-Bupropion,258
Mirtazapine-olanzapine-end,258
Trazodone-Fluoxetine-duloxetine,258
venlafaxine-Trazodone-Citalopram,258
Bupropion-duloxetine-Sertraline,256
duloxetine-Bupropion-Fluoxetine,256
duloxetine-Citalopram-Trazodone,256
Mirtazapine-Citalopram-Trazodone,256
Amitriptyline-Citalopram-venlafaxine,254
Citalopram-Paroxetine-end,254
Trazodone-Escitalopram-Amitriptyline,254
Amitriptyline-Escitalopram-Sertraline,252
Citalopram-Chlordiazepoxide-end,252
Citalopram-vilazodone-end,252
Paroxetine-Escitalopram-venlafaxine,252
Sertraline-venlafaxine-Mirtazapine,252
Amitriptyline-Fluoxetine-Trazodone,248
Citalopram-Amitriptyline-Sertraline,248
duloxetine-Sertraline-Bupropion,248
duloxetine-Escitalopram-Citalopram,246
Amitriptyline-Trazodone-duloxetine,244
Citalopram-Fluoxetine-duloxetine,244
duloxetine-Trazodone-Escitalopram,242
venlafaxine-duloxetine-Trazodone,242
Escitalopram-Sertraline-Amitriptyline,240
Mirtazapine-Escitalopram-Trazodone,240
Nortriptyline-Bupropion-end,240
Paroxetine-Bupropion-venlafaxine,240
Paroxetine-Escitalopram-Sertraline,238
Bupropion-Escitalopram-Amitriptyline,236
Citalopram-Mirtazapine-venlafaxine,236
duloxetine-Doxepin-end,236
duloxetine-Trazodone-Citalopram,236
Escitalopram-Mirtazapine-duloxetine,236
Fluoxetine-Mirtazapine-Trazodone,236
Trazodone-Fluoxetine-venlafaxine,236
Trazodone-Sertraline-Amitriptyline,236
milnacipran-end,234
Sertraline-Citalopram-Amitriptyline,234
Sertraline-Mirtazapine-venlafaxine,234
Trazodone-duloxetine-Escitalopram,234
Citalopram-duloxetine-Amitriptyline,232
Citalopram-duloxetine-Mirtazapine,232
Fluoxetine-Amitriptyline-Bupropion,232
Nortriptyline-Trazodone-end,232
venlafaxine-Citalopram-duloxetine,232
Desipramine-end,230
Fluoxetine-duloxetine-Escitalopram,230
Paroxetine-Sertraline-Escitalopram,230
Trazodone-Amitriptyline-Sertraline,230
Chlordiazepoxide-Fluoxetine-end,228
Escitalopram-Amitriptyline-Sertraline,228
Fluoxetine-Amitriptyline-Trazodone,228
Opipramol-Citalopram-end,228
venlafaxine-Citalopram-Sertraline,228
Bupropion-duloxetine-venlafaxine,226
Citalopram-Sertraline-Amitriptyline,226
duloxetine-Escitalopram-Trazodone,226
Fluoxetine-Bupropion-Mirtazapine,226
Trazodone-venlafaxine-duloxetine,226
duloxetine-Bupropion-Sertraline,224
Nortriptyline-venlafaxine-end,224
venlafaxine-olanzapine-end,224
Citalopram-duloxetine-Fluoxetine,222
Fluoxetine-Trazodone-Amitriptyline,222
Trazodone-Amitriptyline-Citalopram,222
Trazodone-Fluoxetine-Mirtazapine,222
venlafaxine-Fluoxetine-Trazodone,222
Amitriptyline-Fluoxetine-Bupropion,220
Fluoxetine-duloxetine-venlafaxine,220
Paroxetine-Amitriptyline-end,220
Trazodone-venlafaxine-Citalopram,220
duloxetine-venlafaxine-Bupropion,218
Escitalopram-Desvenlafaxine-Bupropion,218
Nortriptyline-Amitriptyline-end,218
Trazodone-Paroxetine-end,218
Amitriptyline-duloxetine-Bupropion,216
Escitalopram-Amitriptyline-venlafaxine,216
Trazodone-duloxetine-Citalopram,216
Desvenlafaxine-Sertraline-end,214
Sertraline-Amitriptyline-venlafaxine,214
Bupropion-duloxetine-Citalopram,212
duloxetine-Bupropion-venlafaxine,212
Trazodone-Doxepin-end,212
venlafaxine-Sertraline-duloxetine,212
Bupropion-Trazodone-Mirtazapine,210
Desvenlafaxine-Citalopram-end,210
Desvenlafaxine-Escitalopram-end,210
Mirtazapine-Citalopram-Escitalopram,210
Sertraline-duloxetine-Fluoxetine,210
Trazodone-Bupropion-venlafaxine,210
venlafaxine-Paroxetine-end,210
duloxetine-Fluoxetine-Bupropion,208
Sertraline-Mirtazapine-duloxetine,208
Trazodone-venlafaxine-Sertraline,208
venlafaxine-Sertraline-Citalopram,208
duloxetine-Amitriptyline-Trazodone,206
Escitalopram-Bupropion-vilazodone,206
Escitalopram-venlafaxine-Desvenlafaxine,206
Fluoxetine-Amitriptyline-Citalopram,206
Mirtazapine-Trazodone-Citalopram,206
Paroxetine-Mirtazapine-end,206
Paroxetine-Sertraline-Bupropion,206
Amitriptyline-Fluoxetine-Citalopram,204
Bupropion-vilazodone-end,204
Chlordiazepoxide-Bupropion-end,204
Sertraline-vilazodone-end,204
duloxetine-Sertraline-Trazodone,202
Paroxetine-venlafaxine-Bupropion,202
Sertraline-Imipramine-end,202
Trazodone-duloxetine-Sertraline,202
Amitriptyline-Citalopram-Fluoxetine,200
Amitriptyline-duloxetine-Citalopram,200
Amitriptyline-duloxetine-Sertraline,200
duloxetine-venlafaxine-Trazodone,200
olanzapine-Mirtazapine-end,200
venlafaxine-duloxetine-Citalopram,200
venlafaxine-duloxetine-Sertraline,200
Bupropion-Escitalopram-Desvenlafaxine,198
Escitalopram-Citalopram-Desvenlafaxine,198
Fluoxetine-duloxetine-Sertraline,198
olanzapine-Trazodone-end,198
venlafaxine-Fluoxetine-Escitalopram,198
Bupropion-Amitriptyline-Escitalopram,196
Citalopram-Fluoxetine-Mirtazapine,196
Desvenlafaxine-duloxetine-end,196
duloxetine-milnacipran-end,196
Escitalopram-venlafaxine-Amitriptyline,196
Imipramine-Citalopram-end,196
Sertraline-Paroxetine-Escitalopram,196
Trazodone-Amitriptyline-duloxetine,196
Bupropion-Doxepin-end,194
Fluoxetine-Chlordiazepoxide-end,194
Fluoxetine-Citalopram-Mirtazapine,194
Fluoxetine-Escitalopram-Mirtazapine,194
Paroxetine-Bupropion-Sertraline,194
venlafaxine-Trazodone-Fluoxetine,194
venlafaxine-Trazodone-Mirtazapine,194
Amitriptyline-Escitalopram-Mirtazapine,192
Chlordiazepoxide-venlafaxine-end,192
duloxetine-Trazodone-Amitriptyline,192
duloxetine-Trazodone-venlafaxine,192
Sertraline-Mirtazapine-Fluoxetine,192
Chlordiazepoxide-duloxetine-end,190
Fluoxetine-Amitriptyline-Sertraline,190
Fluoxetine-duloxetine-Citalopram,190
Paroxetine-Escitalopram-duloxetine,190
Sertraline-Bupropion-Desvenlafaxine,190
Bupropion-Citalopram-Mirtazapine,188
Bupropion-Sertraline-Mirtazapine,188
Bupropion-Trazodone-Amitriptyline,188
Citalopram-Amitriptyline-venlafaxine,188
Citalopram-venlafaxine-Amitriptyline,188
Escitalopram-duloxetine-Desvenlafaxine,188
Trazodone-duloxetine-Amitriptyline,188
venlafaxine-Escitalopram-Fluoxetine,188
Amitriptyline-Bupropion-Citalopram,186
Amitriptyline-venlafaxine-Trazodone,186
Bupropion-Amitriptyline-duloxetine,186
Citalopram-Bupropion-Desvenlafaxine,186
Doxepin-Trazodone-end,186
Imipramine-Sertraline-end,186
Sertraline-venlafaxine-Amitriptyline,186
